新聞標題,負面詞彙,強烈情感詞,命令或挑釁語氣,絕對化語言
元旦升旗典禮 陳其邁：高雄進入大投資大發展時代,0.0,20.0,0.0,40.0
3度檢驗仍有蘇丹紅！濟生公司竄改報告 「繼續生產詐300萬」7人遭起訴,90.0,60.0,0.0,40.0
印度男iPhone掉進功德箱 廟方拒還：已歸神明所有,60.0,40.0,0.0,80.0
一年減少17公噸垃圾 高鐵回收「寶特瓶」再製制服,10.0,0.0,0.0,20.0
高公局約聘工涉貪繳回犯罪所得 一審判刑1年10月,60.0,0.0,0.0,20.0
虛擬結合實戰 TGL高爾夫聯賽伍茲戰隊14日亮相,0.0,0.0,0.0,20.0
就安基金疑遭長期濫用 勞動部提3大面向檢討,90.0,40.0,0.0,20.0
DeepSeek重創美股「害輝達暴跌17%」 顛覆市場原因曝光,90.0,80.0,0.0,20.0
國1南向142公里 貨車撞緩撞車、LEXUS轎車再塞貨車底,90.0,40.0,0.0,10.0
疑涉虛擬幣洗錢！土城分局偵查隊長訊後50萬交保,60.0,40.0,0.0,20.0
2024年郵輪外籍旅客占35%、高於疫情前 日本最多,0.0,0.0,0.0,40.0
網控計程車跨年夜喊價不跳錶  北市：至少罰9000元,60.0,20.0,10.0,30.0
掃貨破百罐！超商飲料一罐「賣1元」 顧客自曝：清空冰箱庫存,0.0,20.0,0.0,10.0
死囚黃麟凱獄中考到「街頭藝人證照」 廢死聯盟曝遺願,60.0,40.0,0.0,20.0
川普簽令便利盟邦投資 限制中國投資美戰略領域,60.0,40.0,0.0,20.0
川普要買格陵蘭 民調：當地85%民眾說不,60.0,40.0,0.0,20.0
台北花伴野餐3/15登場 三代同堂報名送全家福,0.0,0.0,20.0,10.0
澳網／溫網冠軍雷茨科娃因傷所困 宣布退出本屆賽事,90.0,40.0,0.0,20.0
阿里山公路梅花大爆發山櫻花也紅了 遊客美不勝收,0.0,60.0,0.0,20.0
南韓現任總統首例！　尹錫悅被依叛亂罪起訴,90.0,60.0,0.0,20.0
自由說新聞》中國AI黨性十足？記者實測DeepSeek 狂替中共洗白「這些事」,90.0,80.0,20.0,40.0
韓警調查179死空難 突襲搜索務安機場與濟州航空,90.0,80.0,0.0,20.0
關懷金來了！發錢「現金1000元」 1.6萬人領得到,0.0,20.0,0.0,40.0
救國團等登記旅館業擬再延5年 立院1/7拚三讀,20.0,0.0,10.0,30.0
項婕如看參演電影哭到妝花 苦練樂儀操槍術留瘀青,40.0,30.0,0.0,10.0
花蓮壽豐鄉發關懷金1000元 3/22起開放領取,10.0,20.0,0.0,0.0
40歲男多次闖屋性侵80歲前岳母 下身無力就逼口愛！老婦露宿街頭防再被侵犯,90.0,60.0,0.0,20.0
睫毛頭髮是假的、汗淚卻很真 台灣變裝皇后融多元文化展魅力,0.0,20.0,0.0,10.0
圍毆致死燒遺體！基隆冰櫃藏屍案 債主等4人羈押禁見,90.0,80.0,0.0,20.0
神曲女偶像罹子宮頸癌！哀喊想康復 曝最新備孕計畫：今年有感覺,60.0,80.0,0.0,20.0
初一走春試手氣！桃園男「拜完媽祖」刮出第三個2000萬,10.0,20.0,0.0,30.0
醉男毆女遭噴辣椒水 竟「毛巾襲警」被壓制,90.0,60.0,0.0,10.0
比利時「奧斯坦德」海邊週末湧4千人 冬泳迎新年,0.0,20.0,0.0,10.0
藍營力推「中配取身分證6年變4年」  民進黨質疑幫中國開後門,60.0,40.0,0.0,20.0
有線電視業者首創AI教育應用加值服務 逾百萬用戶「天天與外師學英文」,0.0,20.0,0.0,10.0
紐約開徵塞車費美國首例 尖峰時段上路須付297元,60.0,0.0,20.0,10.0
花蓮免費郵輪式公車太搶手 抽號碼牌改善排隊亂象,20.0,0.0,0.0,10.0
2025屏東燈節4大燈區1月11日登場 蛇年提燈「屏小龍」亮相,0.0,0.0,0.0,20.0
應曉薇不服羈押提抗告 柯文哲尚未決定,40.0,0.0,0.0,10.0
台師大林韋愷轟53分 UBA男一級次高,0.0,20.0,0.0,40.0
第二度退巴黎協定？ 川普連任全球氣候治理憂受衝擊,90.0,60.0,0.0,20.0
台南新市學生宿舍火警 21人疏散未釀傷亡,40.0,0.0,0.0,10.0
日96歲YTR「最強阿嬤」目標拍到100歲 長壽秘訣曝光,0.0,20.0,0.0,40.0
7大餐飲集團去年營收寫新高 續拚展店攻海外市場,0.0,0.0,0.0,20.0
葛里爾獲參院確認 將出任美國貿易代表,0.0,0.0,0.0,10.0
范斯：俄羅斯若拒與烏克蘭簽和平協議 美可能祭制裁或軍事施壓,60.0,40.0,20.0,30.0
駁退樂天女孩 籃籃IG洩心聲「未來還能在球場上見到我」,60.0,80.0,0.0,20.0
新光三越氣爆案  欣中天然氣：開關閥未受損、切割瓦斯管應先告知,60.0,0.0,20.0,10.0
扯！考生手機拍答案PO網喊「考氛圍的」 大考中心：最重取消資格,90.0,60.0,40.0,80.0
牛肉攤塑膠袋包生肉煮 高雄衛生局：違反食安法,90.0,0.0,0.0,10.0
跑鞋限時降價！NB、Adidas GAZELLE下殺 現省逾千元,0.0,20.0,40.0,10.0
全台唯一「香港年宵在高雄」爆人潮  限定港味只到明晚,0.0,20.0,0.0,40.0
美航客機對撞黑鷹直升機 客機碎裂直升機大致完好,60.0,0.0,0.0,20.0
英瑞公司內線交易案 前董事長翁文鍾二審獲緩刑,40.0,0.0,0.0,10.0
李政宰《魷魚遊戲》一集片酬100萬美金？ 他承認：確實賺不少,0.0,20.0,0.0,40.0
捷克安全情報局：俄羅斯假訊息將威脅國會選舉,60.0,40.0,0.0,20.0
綠呼籲藍白勿再封殺憲法法庭 聲請案99.1%來自民眾,60.0,40.0,20.0,80.0
推遲對陸加徵關稅／美中和解 可能性增,20.0,0.0,0.0,10.0
中職／成12強唯一續戰經典賽的球員 陳傑憲要大家別擔心他身體狀況,10.0,0.0,20.0,0.0
朱立倫父親朱樟興辭世！享嵩壽100歲 靈堂10日開放追思,20.0,0.0,0.0,0.0
國體曾偉喆設球速目標拚旅外 下個盃賽有望再現二刀,0.0,20.0,0.0,10.0
總預算恐遭藍白大砍 卓榮泰11時30分率多名部會首長親上火線喊話,90.0,80.0,0.0,60.0
遷幽靈人口 港口村長二審判刑6月,60.0,0.0,0.0,20.0
中國海警：菲船闖南沙群島鐵線礁 警告驅離,60.0,40.0,20.0,10.0
火爆！ 男見義勇為攔討債反被打 衝突3人送辦,90.0,80.0,0.0,20.0
初代韓流男神爆長瘤！ 爸爸肝癌過世…他也切掉「掌心大小肝臟」,90.0,80.0,0.0,20.0
惡狼梁育誌三度判死！他「性衝動＋暴力犯罪」再犯風險高…法官：難教化,90.0,60.0,0.0,20.0
房產大亨邱瀟君仍懷文學夢 分享逆轉人生心法,0.0,20.0,0.0,10.0
賴瑞隆妻出席餐會遺失手提包 高雄里長涉侵占送辦,60.0,40.0,0.0,20.0
NBA／柯瑞缺陣、施羅德大顯身手 勇士賞爵士7連敗,60.0,40.0,0.0,20.0
四接槓經部？ 環長彭啓明：我不是小弟、雙方對等,0.0,20.0,0.0,10.0
農曆春節長達9天 勞工出勤薪資算法一次看,0.0,0.0,40.0,20.0
淡江童軍團50週年 淡大圖書館成立全球唯一童軍書籍特藏室,0.0,0.0,0.0,40.0
台南女千里迢迢北上內湖尋愛  遭放鴿子掩面痛哭,90.0,80.0,0.0,10.0
澤倫斯基稱川普具備「難以預測」特質 有望助終結俄烏戰爭,20.0,30.0,0.0,10.0
快過年！三重民宅倒 辛苦一輩子家沒了,90.0,80.0,40.0,20.0
中職／獅隊林泓弦、張皓崴沖繩冬盟收穫豐 盼早日上一軍,0.0,20.0,0.0,10.0
國軍編現比下滑 國防部研擬放寬入營條件及提升待遇,40.0,0.0,0.0,20.0
六龜高中生希望入學上台大遭酸 陳其邁發聲大讚「你很棒！」,40.0,60.0,0.0,10.0
快訊／怕佛奇等人被川普報復 拜登卸任前一刻特赦多名反川人士,60.0,40.0,20.0,10.0
臺南在地品牌推出「菱殼炭」寢具 黃偉哲鼓勵企業加入淨零碳排行列,0.0,0.0,0.0,10.0
【獨家】新竹黑道火拚開槍狙殺 電子公司總經理中彈亡,90.0,80.0,0.0,20.0
美再推新規 限制台積電和三星先進晶片供應中國,60.0,40.0,0.0,20.0
致敬「酒國歌王」！ 大港開唱將重現陳一郎精彩音樂人生,0.0,20.0,0.0,10.0
澳網／謝淑薇混雙失利止步16強！全力衛冕女雙冠軍,40.0,0.0,0.0,20.0
沒表態死刑立場挨批 苗博雅：在這篇文章寫得很清楚,40.0,20.0,60.0,10.0
中國房企債務危機未除 融創中國遭人呈請清盤,95.0,60.0,0.0,20.0
就業保險加保！僱主常犯1錯誤 罰10倍「恐還要賠勞工」,90.0,80.0,0.0,20.0
75歲教授熱愛造飛機 開飛機圓最大夢想當生日禮物,0.0,20.0,0.0,10.0
一早被冷醒「冷氣團主菜」來報到？氣象專家曝「低溫溜滑梯」：這2地最有感,60.0,40.0,0.0,20.0
柯文哲再被押…賴士葆 : 司法為政治效力 重見天日遙遙無期,90.0,80.0,0.0,60.0
春安工作1/20登場 台中60里守望相助隊今誓師,0.0,10.0,0.0,40.0
高雄燈會吉伊卡哇測試消風 粉絲撲空喊好失望,90.0,80.0,0.0,20.0
嘆立遺囑規定太繁複「病人恐掛在奔波路上」 陳文茜：決定好好活著,60.0,40.0,0.0,20.0
英相施凱爾訪波蘭  啟動新安全防衛協商,0.0,0.0,20.0,10.0
過年連假「選這天南下」國道一路暢通？過來人曝1時間：絕對不塞！,0.0,20.0,40.0,80.0
不是煮菜！她不菸又重養生 「1事」慘罹肺癌：很多女性的悲哀,90.0,80.0,0.0,20.0
「賽車天后」相馬茜消失10年罕露面 同框李玖哲笑容藏不住…49歲近況驚人！,0.0,20.0,0.0,10.0
赴英國要注意！ 入境須申請「電子旅行憑證」,40.0,0.0,20.0,10.0
台積電法說會前股價下壓 台股下跌282點失守半年線,90.0,40.0,0.0,20.0
真的要罷韓！綠提變更議程改選立院院長 柯建銘：韓國瑜違法又違憲,90.0,80.0,20.0,40.0
三義調高生育津貼 每胎2萬元,0.0,0.0,0.0,20.0
德柏林跨年夜水管爆 管線更換影響市民生活,60.0,0.0,0.0,10.0
大學學測今登場！12.1萬人報名 5大應考提醒一次看,0.0,0.0,40.0,20.0
民眾黨主席補選登記今截止 蔡壁如壓線報名對決黃國昌,0.0,20.0,0.0,10.0
中共元旦發布威嚇影片 林佳龍：標準統戰、認知戰,90.0,60.0,0.0,20.0
麥當勞取消美樂蒂聯名活動 稱針對性侵案會負起應有責任,60.0,40.0,0.0,10.0
搶「春節飯」！ 連鎖餐飲推來店抽發財金,0.0,20.0,40.0,10.0
川普不讓你生美寶 限縮出生公民權！聯邦法官出手「暫停實施」,90.0,80.0,40.0,20.0
等到了？！黃國昌正式參選主席 占星師曝4可能發展：民眾黨前景堪憂,60.0,40.0,20.0,30.0
培訓創客人才 新北將甄選25名學生赴美交流,0.0,0.0,0.0,20.0
連這都刪？列出預算遭刪「對你我生活的影響」 呂秋遠：我不想再忍受了,90.0,80.0,0.0,10.0
盤點王鴻薇「9造謠翻車」紀錄！王婉諭：有這種立委是台灣悲哀,90.0,80.0,0.0,20.0
民眾陳情赴鼎泰豐用餐後上吐下瀉染諾羅 北市衛生局稽查,90.0,40.0,0.0,10.0
MLB／貝茲現身日本代言活動 盛讚大谷「跟神一樣」、朗希將成世界最好投手,0.0,40.0,0.0,60.0
消費電子展助攻   超過11檔台股ETF破百元,0.0,20.0,0.0,40.0
賴總統：死刑合憲 盼社會支持法務部依法行政,40.0,0.0,20.0,10.0
春節連假第2天  高公局預判國道塞車路段籲避開,40.0,0.0,20.0,10.0
屏東縣衛生局將年菜餐廳列入稽查 驗出白蘿蔔農藥殘留,90.0,20.0,0.0,10.0
民眾黨主席前哨站？蔡壁如突現身與黃國昌「王不見王」她這樣回應,20.0,40.0,0.0,10.0
取得高市青年局認證者 求職一卡通可獲優先面試,0.0,0.0,0.0,10.0
哈瑪斯新人質片！以女兵「被俘15個月」憔悴現身 家人痛喊：快停火,90.0,80.0,60.0,20.0
蔡依林「私會派對」真面目遭親姐出賣！反差模樣「身上狂綁線」百萬網瘋看,20.0,60.0,0.0,10.0
退休公教團體要求比照警消 銓敘部：確保退撫基金永續,20.0,0.0,0.0,10.0
亞太地緣政治情勢緊繃 川普2.0增加挑戰,60.0,40.0,20.0,30.0
AI主宰數位廣告？ 帶飛平台廣告收入,0.0,20.0,0.0,40.0
總預算案持續表決大戰 政院經常支出業務費遭凍70%,90.0,40.0,0.0,60.0
震後下「磁磚雨」！台南大樓外牆砸落毀2車 駕駛急逃離「搖滾區」,90.0,80.0,0.0,20.0
「半價章魚」疑過期改標重售 高雄LOPIA回應了：員工疏失,40.0,0.0,0.0,10.0
初二回娘家！ 蔣萬安曬合照.老婆說「蛇」麼都好,0.0,20.0,0.0,10.0
川普二度重返白宮 美智庫：兩岸應開啟更多直接交流管道,10.0,20.0,0.0,30.0
金門旅遊拚創意  沉浸式體驗正夯,0.0,40.0,0.0,20.0
幼兒園表演2同學穿婚紗扮夫妻 20年後「真的結婚」 網：給老師大紅包,0.0,40.0,0.0,30.0
台版華爾街之狼！假綠電一條龍坑殺逾3千投資小白 吸金逾5億,90.0,60.0,0.0,20.0
多縣市公幼出現半班一師亂象 幼教工會盼監院糾正,60.0,20.0,0.0,10.0
快新聞／台積電2024年營收近2.9兆 年增33.9％刷歷史新高,0.0,0.0,20.0,40.0
台南睽違22年辦全中運  邀企業應援助選手表現,0.0,0.0,20.0,10.0
PLG／領航猿布依德裏線外線大殺四方 得最高28分客場擊敗鋼鐵人,0.0,20.0,0.0,10.0
女大生「1角度」撞臉明星！網誇「神似張曼玉」她急開播直播喊：我怎麼敢,20.0,60.0,40.0,10.0
人工生殖修法草案送政院 代孕脫鉤將重啟公聽會,40.0,20.0,0.0,10.0
台南4條年貨大街 年節逛街好選擇,0.0,0.0,0.0,20.0
兄弟續約3主力洋投  新簽下大聯盟級黃博多,0.0,0.0,0.0,20.0
草屯鎮長補選 簡賜勝自宣當選 蔡銘軒：個人努力不夠,40.0,0.0,0.0,10.0
蛇年發財好兆頭！2公尺超粗「黑眉錦」ATM領錢畫面曝…網羨：要發了,0.0,80.0,20.0,10.0
川普就職典禮 中方宣布：國家副主席韓正出席,0.0,0.0,0.0,20.0
疑強震擠壓！高雄岡山路面隆起滲水 全市近7千戶停電1小時內恢復,60.0,40.0,0.0,20.0
吳思瑤曝藍白上周五就想發動表決大戰 柯建銘策略反制搶黃金48小時,40.0,60.0,20.0,30.0
中國灰色侵擾？台灣海底電纜遭「喀麥隆」貨輪損壞 香港籍船東說話了,60.0,40.0,0.0,20.0
「亞洲鳥王」全裸主持！警察上門急遮私密處 蔣偉文爆造型師跪胯下,90.0,80.0,0.0,20.0
學測第2天考英文、國綜、國寫 應試帶有效證件,0.0,0.0,20.0,10.0
清晨各地偏冷苗栗大河7度  白天氣溫稍回升,20.0,0.0,0.0,10.0
葉元之為何成被罷免領頭羊？ 苦苓列10理由：愛上通告勝於選民服務,90.0,60.0,0.0,20.0
五寶爸變六寶爸！ 出面澄清承諾結紮前已懷孕,0.0,20.0,10.0,30.0
保溫瓶下圓形貼紙千萬別撕 日廠揭超重要：恐損害保溫功能,60.0,80.0,40.0,20.0
台中南區午間巨響！29歲男16樓高處急墜 重傷搶救喚不回,90.0,80.0,0.0,20.0
邱兆慶後援穩守 開南大專聯賽複賽4勝晉級機會大,0.0,0.0,0.0,20.0
遭指控捐款清大未兌現 曹興誠：支票交給沈君山,60.0,0.0,20.0,10.0
高雄連環殺人案突破 警掌握事證否認案情膠著,90.0,60.0,0.0,20.0
台積電勁揚20元 台股早盤上漲260點,0.0,0.0,0.0,10.0
女騎士雨天摔坑洞求國賠 法院認她應負7成責任,40.0,0.0,0.0,20.0
「婚變」傳聞四起？ 歐巴馬甜蜜貼文一掃流言,40.0,20.0,0.0,10.0
「紅白」華麗卡司　BAEKHO、Kep1er抵台,0.0,20.0,0.0,10.0
趙露思明天確定復工 爆過往黑暗史！證實罹解離症「神經系統損傷」,90.0,80.0,10.0,20.0
元旦前連4天轄內發生事故 雪管處呼籲注意冬季安全,60.0,0.0,20.0,10.0
兩岸過年有同有異 初一禁打掃初二不回娘家,40.0,20.0,0.0,10.0
怎麼省錢的？尪月薪1萬養一家五口 她精打細算竟能存錢買汽車冰箱家具,0.0,20.0,10.0,30.0
六都跨年夜大颳「韓風」 韓國歌手勁歌熱舞HIGH翻跨年夜,0.0,80.0,0.0,20.0
公路局歷史文物和客家故事巡展 台東登場至3/6,0.0,0.0,0.0,20.0
照見五蘊皆空的牆 顏擇雅讀村上春樹《城與不確定的牆》【書評】,0.0,20.0,0.0,40.0
快新聞／2025年首個交易日！台股早盤一度失守2萬3 台積電跌5元,60.0,40.0,20.0,30.0
忘恩負義！中國壺鈴選手受台灣人照顧 潛伏8年出手禁我國旗,90.0,80.0,20.0,40.0
外交小尖兵2月分兩路赴美加 林佳龍期勉接軌國際,0.0,0.0,0.0,20.0
大學學測在即！校系怎麼選？逾6成看興趣、近45%考量就業,0.0,0.0,20.0,10.0
嘉義強震！大樓驚傳「牆面裂開」 全聯玻璃也碎一地,90.0,80.0,0.0,20.0
侯友宜捐款獲小物 捐款僅供競總開銷,60.0,0.0,20.0,10.0
公路局查「iRent蒐集個資」 業者：即起關閉上傳分享,60.0,0.0,20.0,10.0
彰化工廠大火波及多間民宅無人傷 消防車噴水降溫,60.0,0.0,0.0,10.0
「歐洲無人機產業鏈展」2月杜塞道夫登場 15家台商參展,0.0,0.0,0.0,10.0
梧桐妹「下衣大失蹤」左右狂晃！同框親媽賈靜雯「驚人對比」全被錄,40.0,60.0,0.0,20.0
《來吧！哪裡怕》復刻「夏日初體驗」MV曝光 畫面超荒謬！,20.0,40.0,0.0,10.0
不斷更新／初二回娘家！國道「3地雷路段」紫爆 最低時速僅12km,90.0,60.0,0.0,20.0
邱軍撞死人又肇逃遭女友指酒駕？檢方：不予證實,90.0,60.0,0.0,20.0
快新聞／死囚末路！黃麟凱即將槍決 「不准器捐」原因曝,90.0,80.0,40.0,20.0
紅白／29組華麗卡司接力開唱！日團King&Prince驚喜預告除夕夜相見,0.0,20.0,0.0,10.0
張典婉「青春風正好」書寫客家青年群像  細數百年前造浪者,0.0,20.0,0.0,10.0
阿里山林鐵慶通車112週年 轉骨為耀眼國際名片,0.0,40.0,0.0,20.0
因應宜蘭台二庚延伸線 地方促拓寬宜6線,0.0,0.0,0.0,20.0
新北春聯「蛇福泰吉」喻全有賺錢   開放民眾索取,0.0,0.0,20.0,10.0
文化部文化幣發放1週 已有80萬人領取,0.0,0.0,0.0,20.0
快新聞／朱立倫對預算「指指點點」 卓榮泰回嗆：難道又想回到黨國的時代嗎？,60.0,80.0,40.0,50.0
羅馬台僑元旦升國旗 蔡允中：盼未來在代表處舉辦,0.0,0.0,0.0,10.0
中國擴大實施「兩新」政策 8日舉行記者會,0.0,0.0,0.0,10.0
身障男閉鎖家中18年無補助 民代協調到宅鑑定助老母,60.0,40.0,0.0,20.0
金防部前少將參謀長貪「7990元洗衣機」給愛妻用！判決定讞…慘淪階下囚,90.0,80.0,10.0,20.0
飢寒交迫！毒販王天佑綠島「越獄7.5hrs」 藏匿地點曝光,90.0,60.0,0.0,20.0
韓國瑜參加華府僑宴 台僑場外舉牌籲將立院帶回正軌,40.0,20.0,0.0,10.0
王婉諭提交請願案  呼籲立法院儘速廢止壯促法,60.0,40.0,30.0,20.0
醫院生理食鹽水再傳告急？ 衛福部：庫存數十萬袋,60.0,40.0,0.0,20.0
AI伺服器生產成本高 戴爾預期年毛利率下滑,60.0,0.0,0.0,20.0
勞保投保上限逾8年未調 300多萬人面臨高薪低報,85.0,20.0,0.0,60.0
六龜高中生上台大遭嘲笑 雄中校長：特殊選才看能力,60.0,40.0,0.0,20.0
晚年超好命！3生肖「註定要享福」屬牛一步一腳印 他熱愛生活,0.0,20.0,0.0,40.0
18架次共機中午起越中線擾台 國軍嚴密掌握,60.0,40.0,0.0,20.0
快新聞／俄烏戰爭今年打完？ 澤倫斯基有信心：川普上台後能阻擋普丁,20.0,30.0,40.0,10.0
新加坡生育率下滑 龍年新生兒不增反減難創生育高峰,90.0,60.0,0.0,80.0
桃園化工廠苑裡棄置廢酸洗液 扣押不法所得逾1.3億,60.0,0.0,0.0,20.0
影／林園產業園區傳爆炸聲響 高市環保局：台苯公司安全閥跳脫,90.0,60.0,0.0,20.0
TikTok在美12小時起死回生！馬斯克抗議不公：我的X在中國仍被禁,60.0,80.0,40.0,20.0
彰化婦投資虛擬貨幣遭詐 警扮外送員趁面交逮車手,90.0,40.0,0.0,10.0
食用色素「紅色3號」恐致癌 美FDA禁食品、美妝添加,90.0,60.0,0.0,20.0
隔空給橘子打暗號？柯文哲獄中書單「這4本串聯」網一看全懂：有藏頭詩,0.0,20.0,10.0,0.0
獨／北市「1醫學中心」竟隱匿資訊！衛福部徹查：要院方說明,60.0,40.0,30.0,20.0
快新聞／體育署預算遭藍白立委大砍 洪總想不通苦笑：應該是壞跟笨都有,90.0,80.0,0.0,20.0
大坂直美出戰澳網難專心 稱洛杉磯野火逼近住家,60.0,40.0,0.0,10.0
瑪利歐弟「路易吉」是他！ 男聲挑戰「魷魚英熙」,0.0,40.0,20.0,10.0
專賣局台東出張所 變身慢食基地,0.0,20.0,0.0,10.0
美最高法院裁定TikTok不賣就禁合憲 川普：我說了才算,60.0,40.0,80.0,20.0
沙子宸環顧大巨蛋後享受比賽 WBCQ收穫新賽季動力,0.0,20.0,0.0,10.0
PLG／雄中主場開箱 鋼鐵人大勝富邦勇士31分勝場開胡,0.0,60.0,20.0,10.0
冬季旅遊旺 哈爾濱冰雪經濟快速發展,0.0,20.0,0.0,40.0
加媒：黨內異議多 加拿大總理杜魯道恐本週辭職,40.0,20.0,0.0,10.0
民歌50高峰會最後一年 金曲連發掀歌迷回憶,0.0,20.0,0.0,10.0
韓國城南市商業大樓失火 傳多人受困,90.0,60.0,0.0,20.0
亂爆「洗腳水女神」葉蘊儀豪門婚變內幕 麥若愚道歉了：非常慚愧,60.0,40.0,0.0,20.0
韓聯社：公調處凌晨抵達總統官邸 準備再執行逮捕令,90.0,60.0,10.0,20.0
董事長出軌女下屬同居20年 小三還自稱「孝媳」…元配收遺物才知實情,90.0,60.0,0.0,20.0
官員：台人持中國身分證恐成破口 增國安風險,90.0,60.0,0.0,20.0
中市警破詐欺水房 意外查獲毒品分裝場,60.0,40.0,0.0,20.0
義大利時尚品牌Missoni創辦人辭世 享耆壽93歲,20.0,0.0,0.0,10.0
遊蕩犬較上期統計少1成 農業部：數量已趨穩定,20.0,0.0,0.0,40.0
白宮發言人：電視與報紙信任度低 歡迎新媒體採訪,40.0,0.0,20.0,10.0
萬科CEO被公安帶走 加劇投資人對中國房地產擔憂,90.0,60.0,0.0,20.0
陸中科院估2025年GDP增4.8% 經濟增長將呈「兩端高、中間低」,20.0,0.0,0.0,40.0
投資移民詐十億！遭多位醫師申訴投資移民糾紛 飛達富再發聲明澄清,90.0,60.0,0.0,50.0
高市特搜大隊成軍 編制130人,20.0,0.0,0.0,10.0
台南地震收容增至116人 楠西等地災戶拆除清運初步完成,60.0,0.0,0.0,20.0
柯叔元分享追夢過程 憶高中學長匯錢度難關,10.0,20.0,0.0,0.0
冬遊台中新社賞梅趣  限定美景到1月下旬,0.0,20.0,0.0,40.0
林秉文被通緝PO文喊「回來時間自己決定」 鄭銘謙：歡迎投案,60.0,40.0,20.0,10.0
入冬最強冷空氣週四到！濕冷凍骨恐剩5度 「這天」雨勢最明顯,90.0,60.0,0.0,50.0
川普揚言併加拿大 杜魯道：除非拿加州或佛蒙特州來換,40.0,60.0,0.0,20.0
地震來了「受困電梯怎麼辦？」最危險1動作千萬別做 保命原則曝光,60.0,40.0,80.0,20.0
不只是感冒！嬰幼兒RSV住院率是「腸病毒7倍」病況惡化快,90.0,60.0,0.0,80.0
車破爛像「垃圾屋」7旬嬤當街頭藝人以車為家10年…西門町漂泊找「他」,90.0,60.0,0.0,20.0
女山友獨留南一段獲救下山 澄清沒被丟包,20.0,0.0,0.0,10.0
TPBL／李愷諺感謝敵隊球迷嘲諷 成為反撲動力,40.0,20.0,0.0,10.0
53歲女星健康惡化送急診！高賢廷「憔悴插管照」曝…親認：剛動大手術,90.0,60.0,0.0,20.0
香港中介假合約在廣西招聘 騙2000外勞682萬美元,95.0,60.0,10.0,20.0
控謝國樑接管東岸商場涉強盜檢方不起訴 NET：絕對提再議,90.0,60.0,0.0,80.0
以為床墊要回收 83歲翁騎車拖走涉偷竊,60.0,40.0,0.0,10.0
賴總統喊話新一年繼續愛棒球 繼續「台灣尚勇」,0.0,20.0,0.0,40.0
快新聞／邀「咪琴」守歲！蔡英文年夜飯曝光 笑稱：今年較晚發文被洗版了,0.0,20.0,40.0,10.0
台中新光三越氣爆事件彙整 2員工喪命、澳門遊客一家2死5傷,90.0,60.0,0.0,10.0
司法院：各法院已設國安軍事專業法庭,0.0,0.0,0.0,20.0
陸惠台人辦證 民進黨：恐仿俄烏戰爭 當攻台藉口,90.0,80.0,0.0,20.0
聯合報社論／綠色詭計被破，民進黨發動民主內戰？,90.0,80.0,20.0,50.0
蔣少宏拚經典賽資格賽 林家正提醒壘包大阻殺較辛苦,40.0,0.0,0.0,10.0
夜市喝天亮？ 苗栗男子清晨酒駕返家撞斷電桿,90.0,60.0,0.0,20.0
保養保健食品業2024年營運報喜 科妍葡萄王營收創高,0.0,20.0,0.0,40.0
小寒迎財神！3生肖+3星座「爽被錢砸」TOP1年終獎金賺滿,0.0,80.0,20.0,40.0
太冷了！綠島受刑人王天佑逃獄逾7小時 躲職員宿舍被捕,60.0,40.0,0.0,20.0
花蓮殺人棄屍案 涉案2人羈押禁見、1人交保,60.0,0.0,0.0,10.0
救護員院前超音波檢查 彰化首例成功搶救內出血傷患,0.0,20.0,0.0,10.0
8歲男童迷失野林 被40獅子「包圍」！求生能力強大獨活5天獲救,60.0,80.0,0.0,20.0
快新聞／濟州航空失事釀179死 失事客機「殘骸今下午起火」,90.0,80.0,10.0,20.0
快新聞／表決《憲訴法》覆議！藍白領票列同區 林俊憲：大小藍不用分那麼細,0.0,0.0,20.0,10.0
論文案遭陳時奮反控誣告 高虹安上訴二審首開庭,60.0,0.0,0.0,10.0
台中男骨折就醫查出罹癌  軍人兒捐肝助重獲新生,60.0,80.0,0.0,20.0
張佑安洪敬愷扳倒中國組合 闖進WTT挑戰賽決賽,0.0,20.0,0.0,10.0
《壯世代促進法》惹議 陳培瑜：年後開工立刻提案廢止、籲藍白共同支持,60.0,40.0,20.0,10.0
大量移除老行道樹種小樹 內政部人行道改善工程惹議,60.0,40.0,0.0,20.0
凌晨0：27台南南化規模4.3地震 最大震度嘉義縣4級,60.0,20.0,0.0,10.0
中國失控撞車瞬間！ 比亞迪撞貨櫃車 車體有如被炸過,90.0,80.0,0.0,20.0
MLB／洋基隊長「法官」IG年終回顧竟沒有這大咖球星 紐約球迷卻讚爆,0.0,20.0,0.0,10.0
【年菜就愛這一味‧插畫展】媽媽的戰場,60.0,40.0,0.0,20.0
男涉對老闆2未成年外孫女伸狼爪 美方通報遭逮收押,90.0,60.0,0.0,10.0
李旻翰開轟 木棒聯賽大溪擊敗北科附工搶第2勝,0.0,20.0,0.0,10.0
中國醫院爆販嬰「36萬起跳」！靠清潔員仲介 婦產科醫生也涉入,90.0,60.0,0.0,20.0
尼坦雅胡向哈瑪斯下通牒 15日前未歸還人質將重啟戰火,90.0,60.0,0.0,20.0
台電預算遭砍   電油糖水工會發聲明,60.0,20.0,0.0,10.0
3旅店熄燈後 睽違25年 墾丁新飯店登場,0.0,0.0,0.0,40.0
